client_id,LOR,gender,age_group,urban_inhabitant_ratio,dist_unemploy_rate,R_Score,F_Score,M_Score,RFM_Score,Credit_F_Score,Withdrawal_F_Score,dist_salary_avg,stat_issued_after_trans,stat_issued_weekly,log_total_credit,log_total_withdrawal,log_avg_amount_trans_96,log_transaction_std,log_avg_balance,log_balance_std,granted_loan,card_issued
11860,3,F,70,0.8472012102874434,0.8160535117056855,4,2,1,7,4,2,Medium salary,False,False,10.903006681613016,10.825466078199895,7.309639698354794,7.4802209489694675,9.10601503462208,7.4802209489694675,0,0
2236,3,F,10,0.2889561270801816,0.37123745819397985,4,2,1,7,2,2,Low salary,False,False,10.609718762643997,10.57763538308629,7.297968869248197,7.320337080662473,10.410272858532991,7.320337080662473,0,0
2338,3,F,30,0.44931921331316205,0.39241917502787066,4,3,1,8,3,3,Low salary,False,False,11.17303459146323,11.31524496109255,7.485465506888828,7.471657595235064,9.887465403937657,7.471657595235064,0,0
2889,3,M,50,0.4205748865355523,0.2508361204013378,4,2,1,7,2,3,Low salary,False,False,11.898720377012811,11.920649353445517,8.326226035569611,8.37845076628322,10.339295136316109,8.37845076628322,0,0
4238,3,F,20,0.7821482602118003,0.451505016722408,4,2,2,8,2,2,Medium salary,False,False,12.223798117031153,12.174727478689041,8.96088530644546,9.304570703231501,10.801246689010723,9.304570703231501,0,0
1540,3,M,50,0.7760968229954616,0.4292084726867335,4,3,1,8,3,3,Low salary,False,False,11.489777608629316,11.415612480891703,7.613930132917709,7.8429874425113795,10.412721684744545,7.8429874425113795,0,0
1984,3,M,70,1.0,0.0,4,3,1,8,2,3,High salary,False,False,11.150890467289248,11.157695191278446,7.516712457579865,7.600767388877712,9.89208722291635,7.600767388877712,0,0
4665,3,F,70,0.32375189107413016,0.3946488294314381,4,3,1,8,2,3,Low salary,False,False,10.897501997601092,10.992238039765558,7.269690792210906,7.37911035218277,10.497728414549115,7.37911035218277,0,0
232,3,F,70,0.0,0.2229654403567447,4,2,1,7,2,2,Low salary,False,False,11.180552813554462,11.266272725542589,7.790343771908278,7.753940920346503,10.292501684478584,7.753940920346503,0,0
914,3,F,70,1.0,0.0,4,2,1,7,2,2,High salary,False,False,11.238758319738132,11.185881442725075,7.778682131553672,7.802329444329557,10.080553386700412,7.802329444329557,0,0
2530,3,M,40,0.5370650529500759,0.11259754738015607,4,2,2,8,2,2,High salary,False,True,12.428421080823403,12.423093491278355,9.041370570602204,9.359138921181005,10.638070559521953,9.359138921181005,0,0
2566,3,F,30,0.32829046898638437,0.3534002229654403,4,2,1,7,2,2,Low salary,False,False,11.79366524538041,11.797759986995803,8.463510201875051,8.51028133169221,10.374817422471475,8.51028133169221,0,0
4335,3,F,70,1.0,0.17056856187290967,4,2,1,7,2,2,Medium salary,False,False,11.200674705582308,11.317581888513697,7.795099833421844,7.855903407851202,10.038244258610543,7.855903407851202,0,0
4215,3,F,40,0.4069591527987898,0.20401337792642138,4,3,2,9,2,3,Low salary,False,False,12.256172427965604,12.23337258778776,8.568536813651244,8.762615150163743,10.858063409112123,8.762615150163743,0,0
523,3,M,70,0.39183055975794256,0.8695652173913042,4,2,1,7,2,2,Low salary,False,False,11.031886772762116,11.027981989918338,7.645546023909374,7.636625498108407,10.17156169060224,7.636625498108407,0,0
2099,3,M,70,1.0,0.0,4,2,1,7,2,2,High salary,False,False,11.319065192507587,11.17214074293633,7.798311347583139,7.865722946412695,10.682841408093006,7.865722946412695,0,0
1810,3,M,70,0.7821482602118003,0.451505016722408,4,3,1,8,2,3,Medium salary,False,False,11.018170021381732,11.112226978449705,7.455386018781799,7.58298197804903,9.73563758613253,7.58298197804903,0,0
454,3,F,40,0.39183055975794256,0.8695652173913042,4,2,2,8,2,2,Low salary,False,False,12.618056460625453,12.572905027586755,9.22843972396439,9.287162375519882,10.89608726114677,9.287162375519882,0,0
3533,3,F,30,1.0,0.0,4,2,1,7,3,2,High salary,False,False,11.427038546449237,11.517307848285599,7.932232096047441,7.908690552637705,10.032444130694348,7.908690552637705,0,0
1044,3,F,20,0.32375189107413016,0.3946488294314381,4,4,1,9,2,4,Low salary,False,False,12.038951376792026,12.054593726702064,8.030420116071678,8.455452215438966,10.55022258380127,8.455452215438966,0,0
1973,3,F,60,0.27231467473524973,0.451505016722408,4,2,1,7,2,2,Low salary,False,False,10.862927808131701,10.773633817295835,7.505091154195324,7.477181749298318,9.75953991690186,7.477181749298318,0,0
2874,3,M,20,0.8139183055975797,0.8082497212931994,4,3,1,8,2,3,Medium salary,False,False,11.107396354813977,11.078245735383526,7.404047807050791,7.696207664282426,9.555438512572191,7.696207664282426,0,0
2404,3,F,10,0.1497730711043873,0.09587513935340022,4,2,1,7,2,2,Low salary,False,False,10.529455394734812,10.511436257262188,7.02397885014736,7.091857414882716,10.023271279077813,7.091857414882716,0,0
423,3,M,30,0.4296520423600606,0.5529542920847267,4,3,2,9,2,3,Low salary,False,False,12.474815752622412,12.463019183662709,8.831348703195218,8.963344403089478,10.879538607131245,8.963344403089478,0,0
1619,3,F,50,1.0,0.5585284280936454,4,3,2,9,3,3,Medium salary,False,False,12.738733535264318,12.591165644217991,8.806939447763293,9.382544817735893,10.767840993227619,9.382544817735893,0,0
2319,3,F,20,0.7776096822995463,0.7402452619843923,4,3,1,8,2,3,Low salary,False,False,10.575970184452387,10.634392838698675,6.776966705239414,6.952238357588049,9.838531610957432,6.952238357588049,0,0
2542,3,M,50,0.11800302571860832,0.19843924191750276,4,2,3,9,3,2,Low salary,False,True,13.13745374294358,13.077039598373997,9.566743510863326,9.67044979215157,11.258739707185269,9.67044979215157,0,0
4536,3,M,40,0.7821482602118003,0.451505016722408,4,2,3,9,3,2,Medium salary,False,False,13.049574166072409,13.010332217946463,9.548905581635633,9.703617101289423,10.764860746167422,9.703617101289423,0,0
6367,3,M,20,0.2889561270801816,0.37123745819397985,4,3,4,11,2,3,Low salary,False,False,13.278962428950486,13.228683992019613,9.643221254715701,9.860849908544685,11.014295286151713,9.860849908544685,0,0
2064,3,M,70,0.2571860816944025,0.3489409141583054,4,2,1,7,2,3,Low salary,False,False,11.057785226225295,11.08336026869442,7.4871355671252555,7.650829758604061,9.677973659457978,7.650829758604061,0,0
4715,3,F,20,0.27231467473524973,0.3534002229654403,4,3,2,9,2,4,Low salary,False,False,12.674238023727268,12.688755551932983,8.810322121519038,9.128807255304439,10.588398880122913,9.128807255304439,0,0
3534,3,F,20,0.27382753403933446,0.5596432552954291,4,4,1,9,2,4,Low salary,False,False,11.932666847063857,11.858578287893863,7.870956859197041,8.19610157009631,10.647324961747461,8.19610157009631,0,0
2100,3,F,60,0.7685325264750381,0.8004459308807134,4,2,1,7,2,2,Low salary,False,False,10.970327056578078,10.963137228073613,7.582348340670395,7.516781408410207,9.977558120842636,7.516781408410207,0,0
13845,3,M,20,0.27231467473524973,0.3534002229654403,4,3,1,8,3,3,Low salary,False,False,11.63039200610306,11.638775430830904,7.839103314495331,7.937777630397906,9.813005563406415,7.937777630397906,0,0
3041,3,F,60,0.5068078668683814,0.5150501672240801,4,2,1,7,2,2,Medium salary,False,False,11.125374437269775,11.13024676355192,7.631306006386857,7.779255025398394,10.214818400286719,7.779255025398394,0,0
12754,3,M,30,0.0,0.2229654403567447,4,3,2,9,2,3,Low salary,False,False,12.174619645428052,12.193282195353609,8.411233518010617,8.597550624854517,10.712132784684675,8.597550624854517,0,0
1794,3,F,50,1.0,0.17056856187290967,4,2,1,7,2,2,Medium salary,False,False,10.54923123206477,10.634296539477662,7.111428037167888,7.142291250194453,9.873953373068364,7.142291250194453,0,0
485,3,M,10,0.7125567322239034,0.3110367892976589,4,3,1,8,2,3,Low salary,False,False,12.030035699137352,12.09783688921558,8.388210137410416,8.579310471174809,10.002195635317577,8.579310471174809,0,0
4862,3,F,50,1.0,0.0,4,2,1,7,3,2,High salary,False,False,11.548946834909387,11.415700653427779,8.050554217943075,8.718938559937946,10.549934144323196,8.718938559937946,0,0
2818,3,M,30,1.0,0.17056856187290967,4,2,1,7,2,2,Medium salary,False,False,10.638287582360913,10.638285184351261,7.082938321867392,7.274909116762802,9.907468404135999,7.274909116762802,0,0
2187,3,M,60,0.7776096822995463,0.7402452619843923,4,2,1,7,2,2,Low salary,False,False,11.025909136955864,10.905207076439357,7.566180744037772,7.549631506290765,10.034182060422278,7.549631506290765,0,0
4620,3,F,50,1.0,0.17056856187290967,4,4,2,10,2,4,Medium salary,False,False,12.132101510167717,12.175897933655225,8.068263156038572,8.39803072510024,10.082410026663473,8.39803072510024,0,0
1475,3,M,60,0.2844175491679275,0.3957636566332218,4,2,1,7,2,2,Low salary,False,False,11.25977234733561,11.442923513104304,7.874295037108696,7.985538931663045,10.534630229391913,7.985538931663045,0,0
255,3,F,40,0.1497730711043873,0.09587513935340022,4,3,4,11,2,3,Low salary,False,True,13.388809453777542,13.38338212168077,9.660406042479694,9.793377188000841,11.03258327530311,9.793377188000841,0,0
548,3,M,50,0.4069591527987898,0.20401337792642138,4,2,4,10,2,2,Low salary,False,False,13.347641449008364,13.373960965591685,9.750284939481732,9.914364069386478,11.298546043289054,9.914364069386478,0,0
551,3,F,20,0.5885022692889562,0.15384615384615383,1,1,1,3,1,1,Low salary,False,False,8.99961934066053,9.126958763037132,7.3605665076874995,6.9463199675497265,9.44289405425647,6.9463199675497265,0,0
924,3,M,40,1.0,0.0,4,4,2,10,2,4,High salary,False,False,12.662727259306692,12.71395955550349,8.766698128769967,9.16210178280281,11.108899108491103,9.16210178280281,0,0
1223,3,F,40,0.6187594553706507,0.1426978818283166,4,4,2,10,2,4,Medium salary,False,False,12.477584938894653,12.517897911376554,8.575971217069018,8.864920812897978,10.681481018377799,8.864920812897978,0,0
13886,3,F,40,0.2889561270801816,0.37123745819397985,4,4,2,10,4,3,Low salary,False,False,12.458228830545565,12.438037970324094,8.526211022142498,8.939529095110126,10.984936391579224,8.939529095110126,0,0
3586,3,M,50,0.27231467473524973,0.451505016722408,4,2,1,7,2,2,Low salary,False,False,11.753062210620936,11.790369305129198,8.476052859194876,8.526522736163546,10.330673925480596,8.526522736163546,0,0
3231,3,M,30,0.5007564296520425,0.18283166109253063,4,3,2,9,2,4,Low salary,False,False,12.213673684302993,12.166703761400116,8.298644171101833,8.621795111970895,10.38729200318717,8.621795111970895,0,0
1862,3,F,10,0.27382753403933446,0.5596432552954291,4,3,3,10,3,3,Low salary,False,True,12.928612109613823,12.92639472112032,9.226202055855918,9.228373379605067,10.58009992547127,9.228373379605067,0,0
1419,3,F,70,1.0,0.5585284280936454,4,2,1,7,2,2,Medium salary,False,False,10.851650912545246,10.691062705688207,7.460390918105916,7.455173325382617,9.937228242789455,7.455173325382617,0,0
338,3,F,40,0.5370650529500759,0.11259754738015607,4,3,1,8,2,3,High salary,False,False,11.981088025488516,12.057289534496926,8.247153500101387,8.346862163765264,10.38897545653692,8.346862163765264,0,0
2930,3,M,50,0.7821482602118003,0.451505016722408,4,3,1,8,3,2,Medium salary,False,False,11.723781837126896,11.7543583422548,8.128269037827636,8.180590287296543,10.329660018982441,8.180590287296543,0,0
11461,3,M,20,0.8472012102874434,0.8160535117056855,4,4,4,12,4,4,Medium salary,False,False,13.493423246860063,13.481330102105755,9.366328617977308,9.589387604595276,11.252475235877641,9.589387604595276,0,0
4886,3,M,10,0.7806354009077158,0.24860646599777037,4,2,2,8,2,2,Low salary,False,False,12.490640875000965,12.515743189872374,9.102073414483073,9.222207653052765,10.629259542305066,9.222207653052765,0,0
6114,3,F,50,0.21785173978819972,0.41137123745819393,4,2,1,7,2,2,Low salary,False,False,11.181801301875502,11.367614103010107,8.060141482752579,8.371385826254864,9.602497588259801,8.371385826254864,0,0
4466,3,F,70,0.46444780635400906,0.5830546265328873,4,2,1,7,2,2,Low salary,False,False,11.239517037633393,11.194745696320549,7.720874343712031,7.736491179840286,10.107523344168639,7.736491179840286,0,0
574,3,M,20,1.0,0.0,4,3,2,9,2,4,High salary,False,False,12.280278041509469,12.272792535751302,8.394978494770152,8.770881497574495,10.762707573213126,8.770881497574495,0,0
7127,3,M,30,0.11800302571860832,0.19843924191750276,4,3,3,10,2,3,Low salary,False,False,12.966841090687595,12.933638643960572,9.261498207189554,9.504998695466329,11.161129012531411,9.504998695466329,0,1
1204,3,F,20,0.29652042360060527,0.57190635451505,4,3,3,10,2,4,Low salary,False,False,12.92472211080753,12.832885560234358,8.977885039680313,9.33380164907832,11.010038899879751,9.33380164907832,0,0
2122,3,F,20,1.0,0.0,4,3,2,9,2,3,High salary,False,False,12.702636045579995,12.585245796110742,8.872901553422599,9.123670013030104,11.080514610889221,9.123670013030104,0,1
2457,3,M,50,0.3524962178517399,0.47826086956521735,4,4,2,10,2,4,Medium salary,False,False,12.638837695895926,12.518790686253164,8.600932867082868,9.011261152727783,10.762141548386028,9.011261152727783,0,0
7815,3,F,50,0.5068078668683814,0.5150501672240801,4,2,2,8,2,2,Medium salary,False,False,12.443260709343585,12.581055865484053,9.018022288716605,9.436137351471407,10.000678950719752,9.436137351471407,0,0
1999,3,F,10,1.0,0.5585284280936454,4,1,1,6,1,1,Medium salary,False,False,11.250969617089329,11.031257268407215,8.229364801954338,9.181838653429748,10.231079841803014,9.181838653429748,0,0
3225,3,M,30,0.11195158850226927,0.3154960981047937,4,3,2,9,2,3,Low salary,False,False,12.670494789727824,12.71312877366596,9.067698038588231,9.21392828949591,10.37860603691289,9.21392828949591,0,0
1353,3,M,30,0.1497730711043873,0.09587513935340022,4,3,2,9,2,3,Low salary,False,False,12.63163837574534,12.646245735617233,9.02805081467024,9.171472938909554,11.03288104391499,9.171472938909554,0,0
197,3,M,60,0.724659606656581,0.36120401337792635,4,3,1,8,2,3,Medium salary,False,False,11.310715029160521,11.186519196080338,7.626203017377589,7.758910918827812,10.217196128038516,7.758910918827812,0,0
3097,3,M,40,0.3797276853252649,0.2240802675585284,1,1,1,3,1,1,Low salary,False,False,8.974618038455112,9.082507000466299,7.238257348616846,6.663517162819401,9.100339476761855,6.663517162819401,0,0
12,3,M,10,0.7776096822995463,0.7402452619843923,4,2,1,7,3,2,Low salary,False,False,10.26542562189971,11.220233530758314,7.356196665534336,8.149959400104057,10.387597048466812,8.149959400104057,0,0
1375,3,M,10,0.21936459909228445,0.7335562987736899,4,2,1,7,2,2,Low salary,False,False,10.62959550904768,10.656675655181195,7.177491343303242,7.165909178021567,9.776678248109828,7.165909178021567,0,0
3507,3,F,50,0.7125567322239034,0.3110367892976589,4,3,2,9,2,3,Low salary,False,False,12.484753074482601,12.530527244462638,8.770232427656616,9.032578485001492,10.448134586671333,9.032578485001492,0,0
5175,3,F,40,0.25113464447806366,0.45596432552954286,4,2,2,8,2,2,Low salary,False,False,12.416122446621214,12.337869033904909,8.943773790128477,9.101592615782943,11.041152400228677,9.101592615782943,0,0
534,3,M,30,1.0,0.5585284280936454,4,3,1,8,2,3,Medium salary,False,False,10.5411669481609,10.492140508766205,6.80338208064417,6.982523531830202,10.03573164590981,6.982523531830202,0,0
4453,3,F,20,0.30105900151285936,0.5919732441471571,4,2,2,8,3,2,Low salary,False,False,12.342251655121602,12.159815071644909,8.68565529843503,8.870498714360204,10.818088406666618,8.870498714360204,0,0
2510,3,F,30,0.4341906202723148,0.4860646599777034,4,2,1,7,3,2,Low salary,False,False,12.120453208433483,12.032547486738157,8.480153703140862,8.577604390878864,10.614765166654534,8.577604390878864,0,0
2235,3,F,50,0.6187594553706507,0.1426978818283166,4,3,2,9,2,3,Medium salary,False,False,12.35475166882448,12.40751481605617,8.692601741680562,8.79825208750589,10.336675393227813,8.79825208750589,0,0
3276,3,M,10,0.4236006051437218,0.3411371237458194,4,2,1,7,3,2,Low salary,False,False,11.618825734934488,11.679923548065336,8.153333625320254,9.001584221008196,10.39277140029042,9.001584221008196,0,0
4915,3,M,30,0.7776096822995463,0.7402452619843923,4,2,2,8,2,2,Low salary,False,False,12.648222240466419,12.559104160234105,9.272451115856745,9.373439810082726,10.93903445669012,9.373439810082726,0,0
2034,3,M,70,0.11195158850226927,0.3154960981047937,4,2,1,7,2,2,Low salary,False,False,10.879485779912567,10.834178107515223,7.439361836303253,7.430694884796109,10.027140756684666,7.430694884796109,0,0
7100,3,F,30,0.724659606656581,0.36120401337792635,4,2,2,8,2,2,Medium salary,False,False,11.957571541852133,12.244952916124078,8.8344056722278,9.046531323799787,10.035101542079932,9.046531323799787,0,0
2186,3,F,50,0.3797276853252649,0.2240802675585284,4,3,3,10,3,3,Low salary,False,False,12.851309487260837,12.834014949653827,9.093195529689906,9.261539094823208,11.091195008013345,9.261539094823208,0,0
2940,3,M,30,1.0,0.0,4,2,1,7,2,2,High salary,False,False,11.014044880972106,11.074718132906229,7.643644210150853,7.679087867598297,9.681278980659055,7.679087867598297,0,0
3632,3,F,50,0.27231467473524973,0.3534002229654403,4,4,2,10,2,4,Low salary,False,False,12.589757953022554,12.625267073722586,8.609469415630143,8.994349142969494,10.558355422555827,8.994349142969494,0,0
3105,3,M,40,0.3524962178517399,0.47826086956521735,4,2,2,8,3,2,Medium salary,False,False,12.162147925866005,12.130417631169673,8.549096364100407,8.709418904344245,10.639737784301232,8.709418904344245,0,0
1039,3,F,10,0.8472012102874434,0.8160535117056855,4,3,4,11,2,3,Medium salary,False,True,13.269817571449614,13.243738177168538,9.619276729024271,9.81825274053912,11.114479885904517,9.81825274053912,0,0
1359,3,F,40,1.0,0.0,4,2,4,10,2,3,High salary,False,True,13.35093791418233,13.364283147084308,9.750284939481732,9.912181774373913,11.119975814928576,9.912181774373913,0,0
5409,3,M,40,0.27231467473524973,0.3534002229654403,4,2,2,8,2,2,Low salary,False,False,12.147025684801756,12.159479865343243,8.803368075999213,9.123555655467035,10.669028464221478,9.123555655467035,0,0
1137,3,F,10,1.0,0.0,4,2,1,7,2,2,High salary,False,False,10.584453340274022,10.53324754891567,7.1414514793137265,7.152540686520878,9.849671060304289,7.152540686520878,0,0
4243,3,M,30,0.4462934947049926,0.27201783723522854,4,2,1,7,2,2,Medium salary,False,False,10.639902534191478,10.550517493478885,7.195011010563563,7.201772593878076,9.912298538212372,7.201772593878076,0,0
4803,3,M,50,0.29652042360060527,0.27424749163879597,4,2,2,8,2,2,Low salary,False,False,12.163794382832618,12.11491742192794,8.843817626319526,8.899763440582289,10.468293920149119,8.899763440582289,0,0
11409,3,F,10,0.7125567322239034,0.3110367892976589,4,4,3,11,4,4,Low salary,False,False,13.086785110482127,13.159584400201204,9.021203711141945,9.321148042939644,11.112997864296798,9.321148042939644,0,0
559,3,F,20,0.7125567322239034,0.3110367892976589,4,2,1,7,3,2,Low salary,False,False,12.087599309171074,12.08270202837476,8.60391357735413,8.668965235856776,10.181308140764685,8.668965235856776,0,0
1183,3,M,50,1.0,0.17056856187290967,4,4,1,9,3,3,Medium salary,False,False,11.23299593045517,11.013553991249353,7.217259262133811,7.51319927568636,9.996522464061403,7.51319927568636,0,0
496,3,F,40,0.8472012102874434,0.8160535117056855,4,3,2,9,2,3,Medium salary,False,False,12.40015230411492,12.439654329494987,8.809180442731526,8.88001017423353,10.7572507417013,8.88001017423353,0,0
1072,3,F,30,0.27231467473524973,0.451505016722408,4,2,1,7,2,2,Low salary,False,False,11.49698508956773,11.59383425902112,7.977048990073573,8.000935525530352,10.049640176070426,8.000935525530352,0,0
754,3,F,40,0.25113464447806366,0.45596432552954286,4,3,2,9,2,3,Low salary,False,False,12.588872833888644,12.537931399243133,8.939385527242207,9.07001078154219,10.878211455771874,9.07001078154219,0,0
2935,3,F,50,0.30105900151285936,0.5919732441471571,4,3,2,9,2,3,Low salary,False,False,12.189948853015563,12.136911188404891,8.450209537033865,8.625062715258,10.924082222574448,8.625062715258,0,0
4777,3,F,60,0.617246596066566,0.20958751393534003,4,2,1,7,2,2,Medium salary,False,False,10.985331705178885,11.020319516947017,7.521738532294562,7.524339237055781,10.211235113660612,7.524339237055781,0,0
2731,3,M,60,0.39183055975794256,0.8695652173913042,4,2,1,7,2,2,Low salary,False,False,10.964240467674212,10.849709832707365,7.524223649761379,7.550787359053518,9.911942723570116,7.550787359053518,0,0
9945,3,F,20,0.3827534039334344,0.42028985507246375,4,3,2,9,2,3,Low salary,False,True,12.738141622953405,12.772627161857274,9.14461512894463,9.269943856422692,10.675047891321585,9.269943856422692,0,0
3193,3,F,40,0.0453857791225416,0.17614269788182826,4,3,1,8,3,2,Low salary,False,False,12.032967288795168,11.996654468834441,8.404057784727016,8.565242438163246,10.748432618313995,8.565242438163246,0,0
2714,3,F,20,0.2662632375189108,0.4002229654403566,4,3,1,8,3,3,Low salary,False,False,11.977810390978602,11.908119337407447,8.072370835834406,8.386579291483777,10.593144221257988,8.386579291483777,0,0
6789,3,M,10,0.21331316187594562,0.4537346711259754,4,3,3,10,3,3,Low salary,False,False,12.870537132453327,12.924805210772572,9.026838243581732,9.367493048492872,10.877318999006576,9.367493048492872,0,0
3486,3,M,30,0.29652042360060527,0.57190635451505,4,2,1,7,3,2,Low salary,False,False,11.59292724872947,11.508146061796902,8.010475543472465,8.13939103310881,10.752907321572698,8.13939103310881,0,0
2220,3,F,40,0.3706505295007565,0.35785953177257523,4,2,1,7,2,2,Low salary,False,False,11.925966470031499,11.863858354824886,8.618249779204456,8.702562381009402,10.137324592082285,8.702562381009402,0,0
9593,3,F,20,1.0,0.5585284280936454,4,4,4,12,4,3,Medium salary,False,False,13.493423246860063,13.481330102105755,9.731872926880893,9.793595376130975,11.156146937166165,9.793595376130975,0,0
295,3,M,50,0.36459909228441767,0.4325529542920846,4,3,1,8,3,3,Low salary,False,False,11.152546526849603,10.885026553617095,7.146142059709041,7.394980668463597,10.786568459309335,7.394980668463597,0,0
1790,3,M,40,1.0,0.0,4,2,1,7,2,2,High salary,False,False,10.56259179211505,10.494469108334766,7.095123221112959,7.1158942914182655,9.709453086007462,7.1158942914182655,0,0
5111,3,M,30,0.27382753403933446,0.5596432552954291,4,2,3,9,2,2,Low salary,False,False,12.822798989017498,12.843821274548405,9.292406048789557,9.365793813174035,10.361833961597663,9.365793813174035,0,0
1210,3,M,30,0.2662632375189108,0.4002229654403566,4,4,1,9,3,4,Low salary,False,False,10.832147469653234,10.823714527231802,6.838955841166639,7.114074100818922,10.38287402147186,7.114074100818922,0,0
999,3,F,30,1.0,0.5585284280936454,4,2,2,8,2,2,Medium salary,False,False,12.295833821687635,12.228397579331194,8.930479538500734,9.009985593950283,10.947764172860296,9.009985593950283,0,0
11314,3,M,60,0.29652042360060527,0.27424749163879597,4,4,1,9,4,3,Low salary,False,False,12.026259140942225,11.952281724699994,8.077931353724571,8.497770650119953,10.174358722766064,8.497770650119953,0,0
2390,3,M,50,0.21331316187594562,0.4537346711259754,4,2,2,8,2,2,Low salary,True,False,12.3562157342524,12.309310409744521,8.93184067881256,9.12224237354603,10.27250931813512,9.12224237354603,0,0
1363,3,F,10,0.2662632375189108,0.4002229654403566,4,3,1,8,2,3,Low salary,False,False,11.9809465051845,12.016334856341649,8.261127596236634,8.388558972244933,9.917427204470542,8.388558972244933,0,0
1941,3,F,70,0.1936459909228443,0.01226309921962096,4,2,1,7,2,2,Medium salary,False,False,10.810529647312459,10.815031034027019,7.4283926101321205,7.39622264842314,9.953271976099572,7.39622264842314,0,0
3457,3,F,70,0.46444780635400906,0.5830546265328873,4,2,1,7,2,2,Low salary,False,False,11.188210045335001,11.194388230365375,7.664943384472722,7.67903477512228,10.193250014623008,7.67903477512228,0,0
976,3,F,40,0.3479576399394857,0.12374581939799331,4,2,1,7,2,2,Low salary,False,False,11.98118820474686,11.920888783284408,8.470252838367701,8.59707713707726,10.459954520003883,8.59707713707726,0,0
3120,3,M,30,0.46444780635400906,0.5830546265328873,4,2,2,8,2,2,Low salary,False,False,12.184176668705954,12.268837093930895,8.826205155674344,8.918548684586199,10.173441849946308,8.918548684586199,0,0
2689,3,M,70,0.3479576399394857,0.12374581939799331,4,2,1,7,2,2,Low salary,False,False,11.222439465185714,11.319476628991056,7.745774087359787,7.778328196844391,9.927065627473864,7.778328196844391,0,0
3336,3,F,40,0.617246596066566,0.20958751393534003,4,3,3,10,3,3,Medium salary,False,False,12.986083296308749,13.029327050436072,9.357280666651365,9.521350953689218,10.709823363373195,9.521350953689218,0,0
